CID,TeamID,FName,LName,College,Age,Experience,OffPhil,DefPhil,LoyaltyPlayers,LoyaltyCoaches,Ego,OffAbility,DefAbility,STAbility,DevPlayers,JudgingAct,JudgingPot,JudgingQB,JudgingRB,JudgingRec,JudgingOL,JudgingDL,JudgingLB,JudgingCB,JudgingSF,Accountability,Motivating,TimeMgmt,Clutch,Conservative,FBInt,Adjustments,ValuesST,ValuesCharacter,WorkEthic,Preparation,Focus,PlaycallingSkill
551,0,WILLIAM,BIVINS,Louisville,32,0,WCPass,3-4StuffRun,41,20,54,61,70,52,55,45,57,41,42,66,30,36,23,19,32,64,66,79,20,60,36,55,51,25,31,2,54,25
552,0,JAMES,VIERRA,Arizona,44,10,BalPass,Cover2Attack,83,53,28,46,44,60,32,63,51,69,67,83,53,37,60,40,62,44,53,36,79,72,49,40,42,45,48,69,39,43
553,0,MARC,SCHADE,Indiana,50,12,WCRun,3-4StuffRun,64,17,71,63,36,67,49,54,59,43,36,47,56,55,71,51,49,28,49,36,64,53,58,68,40,52,52,60,41,39
554,0,ANGEL,HOWER,West Virginia,32,0,WCPass,3-4Attack,61,41,58,74,56,28,68,30,36,16,46,38,74,54,26,57,72,27,72,46,66,40,75,38,54,67,19,32,46,44
555,0,ERNEST,RAYBURN,Carson-Newman,38,4,BalRun,3-4Cover,73,54,69,52,53,39,38,49,11,34,69,0,46,39,48,62,47,49,32,56,41,43,-9,62,44,47,41,35,38,40
556,0,LARRY,SWARTZ,Alabama A&M,33,1,WCBal,Cover2Bal,69,49,70,34,71,59,51,15,48,60,25,49,39,47,50,44,16,58,20,83,41,22,55,46,37,60,36,24,74,40
557,0,SAMUEL,ALEXANDER,South Carolina,48,2,WCPass,3-4Cover,46,95,7,59,40,10,53,55,53,12,28,66,59,34,33,63,49,46,81,51,39,49,67,39,80,61,45,37,51,72
558,0,GABRIEL,SCHUTTE,Iowa State,49,0,Smashmouth,3-4Bal,50,45,69,42,54,78,34,40,10,16,41,59,40,46,52,50,37,64,63,49,52,24,59,73,20,82,41,91,50,62
559,0,JERRY,GARCIA,Akron,33,1,BalRun,Cover2Cover,43,55,57,53,30,44,32,63,71,38,76,57,52,49,60,29,46,17,48,31,39,20,90,59,54,46,44,46,30,48
560,0,JOSEPH,EDWARDS,UCLA,53,3,WCBal,4-3Attack,36,14,70,54,42,43,75,54,68,55,35,75,45,73,69,34,52,35,38,47,21,55,51,51,78,61,58,76,67,63
561,0,MARIA,CARTER,Liberty,51,2,SpreadBal,4-3Attack,67,61,43,58,40,92,28,46,44,43,26,59,44,69,43,48,41,18,36,49,49,44,52,19,36,67,39,17,66,22
562,0,DANNY,TABLES,Oregon,38,2,BalPass,Cover2Bal,41,62,48,31,62,51,32,74,56,72,45,43,58,75,41,64,52,52,20,73,54,64,38,54,53,63,85,54,54,31
563,0,CHARLES,DUFFY,Kentucky,65,20,Smashmouth,3-4Attack,13,49,68,27,70,42,44,48,51,43,66,22,27,37,38,41,52,55,38,39,54,50,57,65,37,48,25,54,55,37
564,0,DONALD,TILLMAN,Iowa,33,0,WCBal,4-3StuffRun,65,29,61,44,43,38,42,48,45,45,62,27,61,27,30,77,39,87,26,64,40,38,49,32,31,86,48,23,80,18
565,0,WILLIAM,BOLDS,Air Force,66,21,Run-N-Shoot,4-3StuffRun,78,40,42,61,32,39,70,50,38,43,65,75,78,51,63,19,66,57,53,46,52,69,75,59,44,54,98,6,56,53
566,0,WILLIAM,NEUMAN,Indiana,54,12,BalRun,3-4StuffRun,63,38,37,57,41,30,50,63,30,28,49,64,39,54,55,41,31,88,55,59,57,56,45,51,55,54,54,38,30,34
567,0,STEVE,WILLIAMS,Ohio State,52,15,BalRun,Cover2Attack,42,33,36,48,41,56,13,11,42,75,71,30,54,8,63,43,16,51,5,62,40,53,55,7,63,64,46,16,39,62
568,0,WAYNE,MILLER,Florida,39,2,Run-N-Shoot,4-3Attack,50,34,43,74,46,75,41,30,45,44,91,51,44,61,58,65,71,66,68,23,42,60,60,65,58,35,29,59,76,52
569,0,TRAVIS,RUFFIN,Fresno State,46,2,VertPass,4-3Cover,53,40,35,60,53,38,62,48,68,49,32,48,76,57,61,105,50,63,59,52,23,63,47,35,57,53,31,45,23,59
570,0,DONALD,BIGBEE,USC,67,34,VertPass,Cover2Attack,28,45,45,94,42,68,45,28,59,77,64,64,19,46,30,66,46,67,60,33,88,43,50,47,51,86,34,47,63,50
571,0,WILLIAM,JONES,Michigan State,35,0,WCRun,4-3StuffRun,47,66,43,42,47,77,102,73,60,36,44,50,21,45,76,60,53,47,53,68,41,74,87,53,70,57,62,51,78,68
572,0,ALLEN,RUIZ,Northwestern,41,9,BalPass,3-4Attack,35,17,31,63,49,37,70,85,81,71,50,48,65,31,35,50,23,93,65,23,66,56,43,40,38,6,39,35,88,50
573,0,WARREN,PATTERSON,Texas,70,5,BalRun,3-4StuffRun,33,65,71,74,15,50,47,57,15,52,50,74,26,49,30,56,51,53,27,53,60,36,46,52,65,70,42,35,61,27
574,0,DENNIS,SAIZ,Florida A&M,35,1,SpreadBal,4-3Cover,68,32,60,36,40,53,37,41,47,50,51,63,48,69,33,47,44,32,44,61,36,53,49,24,53,50,41,30,68,67
575,0,IAN,JOHNSON,Texas,69,33,Run-N-Shoot,Cover2Cover,75,36,48,70,27,48,35,35,37,44,34,26,47,69,30,66,33,62,69,50,26,58,96,40,69,67,40,23,55,58
576,0,JASON,JOHNSON,UNLV,57,9,Smashmouth,4-3Attack,56,54,59,55,64,52,58,51,74,61,47,55,68,48,42,57,29,65,24,43,44,47,42,70,56,69,54,56,53,7
577,0,WILLIAM,SCHMIDT,Harvard,63,11,WCRun,4-3Bal,60,34,86,64,70,74,56,33,52,56,59,56,31,31,78,66,44,44,70,52,36,41,32,56,35,64,43,68,42,56
578,0,BRYAN,RHODES,Michigan Tech,46,7,Smashmouth,3-4Cover,49,62,65,72,63,35,59,50,53,60,28,41,39,60,55,45,58,72,46,50,34,83,52,21,69,43,39,39,56,38
579,0,CLAY,MILLER,Colorado State,44,0,WCRun,3-4Cover,56,66,40,48,41,43,73,52,35,50,63,71,49,50,50,22,51,30,30,60,50,74,36,59,53,70,15,54,53,65
580,0,STEVEN,WINE,Arizona State,49,0,WCPass,Cover2Cover,44,69,81,49,42,67,75,58,49,31,46,55,43,48,45,73,47,36,53,39,27,41,55,46,35,43,58,41,64,65
581,0,JOSE,SMITH,Wisconsin,34,0,WCPass,4-3Bal,64,38,44,44,33,60,74,73,42,81,36,40,46,75,18,51,45,67,52,38,42,20,32,29,29,51,40,76,63,71
582,0,BARRY,HAGER,Georgia,63,2,WCRun,4-3StuffRun,44,78,47,46,50,54,45,39,46,67,65,32,62,42,32,60,36,43,77,53,52,32,40,47,37,62,58,47,50,44
583,0,WESLEY,ADDLEMAN,Tennessee,39,1,WCBal,Cover2Attack,42,47,50,47,62,49,58,67,62,55,32,49,54,78,52,36,52,61,51,43,74,13,43,31,33,39,33,49,59,51
584,0,EDWARD,ASH,Air Force,51,11,Smashmouth,4-3StuffRun,76,43,31,26,39,31,37,51,37,45,59,56,42,68,37,90,56,45,27,30,4,60,25,69,6,93,55,90,65,61
585,0,KEVIN,KRUEGER,Auburn,37,0,Smashmouth,4-3Bal,81,26,40,47,76,22,40,57,34,41,12,45,60,63,26,52,26,84,18,53,34,53,37,44,33,44,56,42,60,67
586,0,JEFFREY,DUSTIN,Hofstra,44,4,WCBal,4-3Bal,17,31,41,35,64,84,7,33,25,35,13,53,39,85,20,60,76,55,89,43,36,37,109,37,70,40,24,40,67,65
587,0,JERRY,WILLIAMS,Mississippi,66,23,VertPass,Cover2Cover,31,62,57,62,31,92,58,49,21,68,27,41,24,57,73,80,47,31,54,49,42,77,30,64,44,37,48,66,68,58
588,0,JOSEPH,TOY,Penn State,42,3,Smashmouth,Cover2Cover,43,49,46,61,52,55,41,66,35,48,65,33,42,55,63,68,47,22,52,45,43,34,24,30,48,56,39,50,68,72
589,0,MELVIN,ALEXANDER,North Carolina,41,1,BalPass,4-3Attack,13,51,53,34,50,52,41,31,74,51,81,57,42,78,67,47,67,63,56,48,28,41,49,78,63,76,50,28,78,31
590,0,EDMUND,TUTTLE,Louisville,37,2,WCPass,4-3Bal,48,59,44,53,60,66,50,42,23,52,79,56,35,83,57,38,36,37,62,26,22,66,56,22,49,43,35,26,77,41
591,0,BRYAN,HENDERSON,Texas,38,6,SpreadRun,Cover2Cover,58,36,71,41,27,42,55,36,35,54,31,32,72,32,10,74,21,38,62,50,62,41,67,62,58,73,45,73,59,35
592,0,LEWIS,WOODARD,North Carolina,57,18,Smashmouth,Cover2Bal,11,60,43,58,58,85,21,37,78,27,63,59,53,65,37,42,22,29,68,55,67,51,57,25,38,72,33,55,70,55
593,0,ERIC,MORRIS,North Carolina,38,2,VertPass,3-4Attack,63,32,61,61,45,45,28,46,55,92,45,71,71,58,40,30,53,47,29,48,56,34,54,79,55,50,72,38,25,49
594,0,DIEGO,MURPHY,Wisconsin,64,10,WCBal,4-3Attack,54,48,36,69,33,42,22,60,42,18,45,39,43,28,5,47,64,41,76,29,61,58,68,44,68,30,17,67,31,54
595,0,RANDOLPH,MIHELICH,Syracuse,63,17,WCRun,4-3Attack,56,56,71,34,40,59,51,59,54,53,41,43,64,22,85,51,45,43,32,54,10,55,29,41,28,72,72,17,46,71
596,0,GARLAND,HOLMES,Georgia Tech,57,0,SpreadRun,4-3StuffRun,58,58,39,56,66,39,41,52,40,47,50,57,64,50,68,27,6,70,62,81,25,17,60,21,42,52,85,4,46,62
597,0,MATTHEW,SWENSON,Southern Utah,51,13,Run-N-Shoot,3-4Cover,58,35,78,71,63,47,96,56,33,39,21,58,40,57,30,50,59,41,-8,47,40,55,75,19,50,103,45,78,52,42
598,0,DONALD,WALLACE,Michigan State,53,10,WCPass,4-3Cover,61,34,43,51,40,12,36,58,50,34,60,6,49,35,51,25,47,34,63,73,15,56,45,37,77,54,71,80,38,48
599,0,JOSE,HILLMAN,Alabama,56,18,BalRun,4-3Cover,50,42,61,56,68,67,52,48,48,51,76,45,25,24,65,55,64,45,54,50,62,76,77,61,63,38,61,29,66,54
600,0,RICHARD,AVERSANO,Syracuse,32,0,Smashmouth,Cover2Cover,39,64,11,30,18,62,48,33,55,14,63,32,30,69,-6,35,29,58,86,46,55,20,63,60,35,34,56,45,70,72
601,0,ROLAND,BYRD,Southern Miss,32,0,WCPass,4-3Bal,55,37,74,54,48,29,68,37,46,-3,38,45,32,41,71,59,45,57,39,41,99,49,19,37,51,47,49,48,18,59
602,0,RONALD,TUCKER,Georgia Tech,41,6,WCBal,4-3Cover,63,29,53,62,39,45,40,61,59,41,39,83,58,71,78,82,55,40,34,71,34,53,41,56,36,73,32,36,63,59
603,0,RIGOBERTO,AUSTIN,South Carolina,40,7,Smashmouth,4-3Attack,52,35,47,39,64,32,50,42,35,67,32,62,54,50,52,45,55,51,65,62,17,22,69,90,64,60,54,26,76,45
604,0,BRIAN,WRIGHT,North Dakota State,63,25,BalPass,4-3Bal,28,53,34,28,43,54,57,43,39,45,34,50,68,66,68,58,53,53,50,34,66,30,63,42,51,61,51,34,75,56
605,0,MICHAEL,WAITE,Indiana,60,20,WCBal,4-3StuffRun,68,51,53,64,34,55,55,46,48,58,55,56,41,20,37,42,50,52,71,45,41,53,62,20,65,48,50,50,25,39
606,0,DAVID,BRAVO,Tennessee,46,14,SpreadPass,4-3Attack,48,30,47,16,48,48,46,27,52,64,40,53,2,41,43,56,46,44,50,92,53,41,37,57,41,32,42,41,37,69
607,0,MICHAEL,LAZAR,Michigan,51,4,BalPass,4-3Cover,49,43,74,38,32,48,49,65,76,92,42,60,62,60,52,61,57,72,26,58,68,31,52,40,53,38,62,54,15,30
608,0,SEAN,GONZALEZ,Alabama State,38,6,SpreadBal,4-3StuffRun,53,69,40,61,67,73,26,36,58,51,65,36,60,43,56,29,62,54,43,52,72,30,67,36,66,42,47,38,56,52
609,0,JESUS,NATION,UNLV,33,0,SpreadRun,Cover2Attack,27,60,30,68,18,53,41,64,29,54,77,67,17,12,33,77,27,57,47,35,45,31,60,46,35,49,53,56,63,72
610,0,MARTIN,SCALF,USC,60,28,Smashmouth,4-3Bal,48,30,41,34,51,53,44,68,62,48,29,69,70,48,70,60,34,82,75,44,53,19,53,62,59,46,87,45,54,64
611,0,KENNETH,HOWELL,Louisiana-Lafayette,61,5,VertPass,3-4Attack,50,76,42,42,37,24,45,42,39,49,56,56,13,51,55,61,64,57,55,75,44,51,87,62,57,40,60,49,63,58
612,0,WALLACE,MCCALL,Mississippi,67,18,SpreadRun,3-4StuffRun,54,50,36,67,60,63,49,19,33,63,18,49,49,30,60,62,32,45,67,52,53,40,83,48,26,49,38,38,17,58
613,0,MARIANO,KOCH,Syracuse,57,7,BalRun,4-3Attack,13,56,57,28,65,43,48,73,67,49,71,39,63,42,64,19,57,39,47,71,50,27,90,30,49,50,41,64,38,28
614,0,DENNIS,CAUDILLO,Northern Iowa,70,34,BalRun,4-3Bal,23,68,35,36,54,36,56,43,69,35,57,26,35,43,36,30,78,47,12,42,10,55,58,50,53,54,70,26,15,33
615,0,ROBERT,MORTON,Florida,36,1,BalPass,4-3Bal,61,44,77,44,44,32,59,48,38,44,59,60,47,38,40,52,45,43,39,55,45,31,50,53,52,62,53,55,49,70
616,0,THOMAS,FORD,Nevada,45,10,WCRun,4-3Cover,58,73,62,65,61,42,53,67,45,29,13,39,45,66,69,40,60,58,62,64,48,52,39,66,59,48,45,50,49,29
617,0,BENJAMIN,DAFFIN,Clemson,64,17,WCBal,3-4Cover,26,58,61,48,45,34,57,21,34,48,51,33,68,56,45,54,29,53,39,22,30,29,37,74,49,73,50,37,44,70
618,0,ROBERT,ALLEN,South Carolina,35,0,BalPass,3-4Cover,40,55,54,55,75,41,65,53,51,37,57,40,56,70,68,64,43,52,70,30,65,48,58,24,32,65,38,60,19,44
619,0,DREW,WOLD,Southern Connecticut State,54,0,WCRun,3-4Bal,36,32,42,66,67,41,42,36,32,89,40,70,50,45,60,69,62,62,33,27,72,61,49,25,44,44,42,1,75,37
620,0,CHARLES,TURNER,Arizona,57,20,SpreadBal,Cover2Cover,53,50,78,71,24,57,68,40,40,42,43,35,52,68,55,51,43,41,32,35,63,13,34,62,52,11,82,17,44,52
621,0,JAME,PETERSON,Auburn,57,1,BalRun,4-3Attack,53,34,66,67,46,76,57,74,34,40,84,71,37,78,43,47,22,31,62,35,47,52,47,43,43,64,23,53,33,62
622,0,TODD,SAMPLE,Boise State,67,32,SpreadPass,Cover2Bal,72,49,70,81,49,37,41,47,51,58,62,35,53,60,28,41,48,31,45,71,54,64,29,28,54,39,27,40,54,20
623,0,WESLEY,SUTERA,Texas Tech,57,25,SpreadPass,4-3Attack,46,27,66,74,33,48,64,63,79,48,51,41,53,28,81,42,54,49,59,49,44,83,23,53,42,60,72,29,42,39
624,0,CLIFFORD,STARLING,UCLA,52,16,WCPass,4-3StuffRun,55,43,53,57,40,44,49,51,52,80,52,57,35,44,25,54,75,60,70,31,59,67,47,71,76,73,69,36,35,52
625,0,FRED,LUTZ,Arkansas,58,4,Smashmouth,Cover2Attack,52,48,36,43,55,38,60,53,29,53,63,67,77,74,71,31,43,48,52,48,41,73,21,76,42,48,17,35,36,21
626,0,JACK,SCOTT,Wisconsin,68,23,VertPass,Cover2Attack,41,62,27,37,73,20,47,67,31,32,61,71,50,84,70,45,48,40,34,50,47,51,49,36,24,47,42,42,66,61
627,0,ROBERT,PENNACHIO,Chattanooga,33,1,Run-N-Shoot,4-3Cover,76,46,70,75,21,46,51,37,31,83,47,58,55,25,46,94,69,45,52,60,19,65,45,56,51,53,74,54,78,41
628,0,RALPH,PORTALES,LSU,70,7,VertPass,Cover2Bal,29,34,4,4,43,43,51,49,63,69,38,46,19,68,56,62,76,62,59,61,44,74,67,47,-6,45,44,62,47,54
629,0,WALTER,LORD,Wisconsin,38,6,Smashmouth,Cover2Attack,47,40,34,68,47,20,46,37,52,58,43,32,56,52,55,24,56,74,42,42,49,73,56,43,34,25,76,43,47,41
630,0,RONALD,SPENCE,Virginia Tech,63,2,WCBal,4-3Attack,63,57,53,24,55,12,71,37,36,32,70,22,66,68,40,3,32,83,17,26,49,56,50,29,67,49,48,43,55,53
631,0,JESUS,SEXTON,Fresno State,58,8,WCPass,4-3StuffRun,45,63,40,42,24,57,42,45,53,41,60,43,66,53,47,54,56,47,25,46,57,42,37,36,53,26,51,31,50,44
632,0,TOMMY,DOHERTY,Pittsburg State,70,4,WCRun,Cover2Attack,67,68,65,57,59,49,40,85,36,11,62,41,51,40,35,59,44,57,35,53,49,52,59,73,66,73,-4,38,16,58
633,0,FRANK,MOORE,Idaho,70,33,Smashmouth,Cover2Cover,34,60,72,40,57,70,47,80,73,56,59,38,61,41,32,57,8,52,61,32,57,59,42,27,59,32,42,63,35,43
634,0,LARRY,BOTKINS,Georgia Tech,54,9,BalPass,46,21,60,30,46,44,41,55,51,44,75,35,61,41,33,65,32,45,52,48,46,74,12,39,57,62,30,43,39,46,33
635,0,RANDALL,AMES,Maine,41,3,VertPass,3-4Bal,79,27,33,11,64,107,29,54,55,36,48,66,61,36,76,58,59,75,47,62,61,85,57,34,25,29,57,41,68,20
636,0,ROBERT,CARLSON,Virginia,48,15,Smashmouth,3-4StuffRun,64,29,71,58,37,75,31,18,43,61,53,74,58,56,62,51,60,59,52,50,66,14,93,32,37,53,36,36,22,42
637,0,EUGENE,DAVENPORT,Ball State,65,30,SpreadPass,4-3StuffRun,73,51,45,26,20,39,60,32,34,52,73,55,66,54,60,48,42,30,84,67,40,62,28,70,66,20,11,27,59,36
638,0,MIKE,THOMAS,Dartmouth,62,11,SpreadBal,4-3Attack,37,32,34,58,27,63,74,38,44,55,64,48,66,62,61,43,67,56,47,77,34,55,49,51,69,65,73,39,52,64
639,0,CLIFTON,PIERCE,Iowa State,56,18,WCPass,4-3Attack,47,36,54,43,65,75,41,45,54,52,33,70,53,60,59,32,67,30,36,81,26,72,46,57,25,43,41,71,0,23
640,0,SEAN,PRINCE,Colorado State,65,0,WCBal,3-4StuffRun,55,66,68,76,65,8,68,49,28,71,47,60,44,54,34,39,80,44,46,54,38,42,36,63,28,71,53,44,38,20
641,0,GERALD,WIEDEMANN,Kansas,50,8,WCBal,Cover2Bal,55,2,90,82,68,58,62,59,19,47,53,34,42,49,65,28,44,55,67,55,62,44,85,63,42,71,53,48,41,31
642,0,JONATHON,MCMURRAY,Tennessee Tech,42,0,Smashmouth,4-3Bal,53,61,57,33,67,50,81,83,12,57,31,71,32,52,25,19,54,81,65,68,35,60,68,62,67,46,40,39,49,61
643,0,ALPHONSO,PARKER,Brigham Young,68,25,WCRun,Cover2Attack,35,64,41,49,35,30,64,57,67,44,43,53,73,47,50,49,69,64,30,23,46,27,75,54,63,69,57,39,40,58
644,0,CHARLES,JOHNSON,Rice,59,21,SpreadBal,4-3Attack,33,30,29,39,81,29,40,46,18,29,44,42,95,45,47,19,41,53,33,35,41,74,37,38,46,39,31,46,61,59
645,0,TIMOTHY,GUTIERREZ,Auburn,67,22,WCPass,4-3Cover,51,77,56,53,49,63,54,48,35,76,51,54,54,28,50,47,41,55,49,43,30,53,82,34,21,58,90,50,68,65
646,0,JOHN,SZCZESNY,Illinois,61,3,WCBal,3-4Attack,48,40,53,70,28,24,66,66,23,47,50,38,33,69,71,47,60,26,42,34,80,46,55,27,35,60,51,42,72,33
647,0,LORENZO,JOHNSON,Rutgers,38,2,WCPass,4-3Bal,77,51,28,61,22,45,60,61,46,46,53,73,55,30,20,76,32,48,24,62,63,55,86,46,51,52,43,55,34,48
648,0,DONALD,LEYVA,Nebraska,35,1,WCPass,4-3StuffRun,29,72,79,65,46,43,57,61,44,4,73,27,67,59,30,47,49,47,45,46,66,36,64,42,84,65,24,55,36,37
649,0,JASON,MURDOCK,Northwestern State,45,0,Smashmouth,Cover2Attack,54,41,47,44,65,39,42,57,62,70,74,69,17,46,59,50,84,58,42,24,54,65,24,39,65,29,41,45,50,44
650,0,DANIEL,MURRAY,Notre Dame,48,2,WCPass,4-3StuffRun,62,56,41,37,32,37,43,37,49,39,72,51,60,67,41,57,49,49,55,45,52,35,60,31,69,37,36,21,72,27
651,0,RALPH,BRENNAN,Nebraska,58,20,WCBal,Cover2Bal,38,47,52,26,57,57,69,67,48,49,46,28,47,47,50,38,69,38,75,31,61,48,62,70,68,54,47,28,47,43
652,0,TY,LOVELACE,Fresno State,64,23,VertPass,3-4Attack,51,45,60,38,43,9,63,41,45,57,79,32,41,68,78,37,33,51,46,28,57,46,50,75,32,59,41,43,36,30
653,0,JAMES,FERNANDEZ,Oregon,66,2,SpreadRun,Cover2Bal,42,58,54,59,68,76,57,30,52,47,32,21,51,42,5,49,57,47,62,79,24,20,64,53,55,73,80,40,54,33
654,0,JOSE,REIHER,Northwood(MI),56,8,SpreadBal,Cover2Bal,23,49,56,47,15,64,46,38,62,45,33,40,81,49,45,43,39,76,57,37,46,72,62,69,59,41,65,50,45,24
655,0,ANTHONY,CANELES,California,38,0,WCBal,4-3StuffRun,46,50,41,82,53,54,37,58,36,55,39,45,59,40,63,55,52,51,75,26,60,59,53,56,30,30,52,36,54,49
656,0,JOSEPH,HICKS,Texas A&M,70,23,Smashmouth,4-3Attack,60,48,38,45,46,57,28,48,16,30,22,83,111,54,70,45,50,58,50,67,40,21,66,66,31,59,49,77,44,72
657,0,GEORGE,MARSHALL,Northwestern,39,5,BalPass,4-3Cover,44,80,81,53,58,60,51,36,54,62,63,62,17,57,47,22,44,52,42,46,53,48,40,26,64,20,44,44,58,37
658,0,RANDY,DAO,Jackson State,52,18,VertPass,4-3Attack,58,59,14,76,51,25,54,15,49,67,12,72,45,59,48,79,44,30,88,38,56,47,26,62,40,41,45,40,51,65
659,0,GEORGE,SUTER,Utah,39,0,Smashmouth,3-4StuffRun,73,52,33,71,15,39,40,64,67,47,28,52,65,35,37,34,59,88,21,46,44,25,31,56,59,70,100,74,74,65
660,0,KENNETH,WILCOX,Ohio Northern,39,0,SpreadRun,4-3Attack,52,62,61,41,41,69,45,23,59,27,69,50,64,51,51,53,44,37,64,32,62,57,67,57,40,50,63,23,49,13
661,0,ANTONIO,HURLEY,Missouri,51,5,BalPass,Cover2Cover,49,18,61,35,52,43,41,46,62,34,71,52,18,31,62,46,45,32,46,58,43,62,53,45,46,86,82,36,50,56
662,0,DAVID,CARPENTER,Miami(FL),69,9,Smashmouth,4-3StuffRun,45,70,58,66,76,97,52,64,49,9,80,91,49,56,38,41,56,52,77,36,54,51,56,17,69,62,52,15,30,39
663,0,DAVID,LAMBERT,East Carolina,62,5,BalRun,3-4Cover,26,45,52,49,33,79,50,41,54,53,55,59,44,53,59,26,55,49,56,57,52,55,51,51,22,46,29,28,51,42
664,0,JIM,SOWELL,Troy,37,3,SpreadRun,4-3Attack,46,65,57,44,50,44,46,83,38,62,68,25,60,21,40,53,46,69,46,68,54,75,51,60,83,31,36,28,53,64
665,0,ANGEL,HENSLEY,Iowa State,40,3,WCBal,Cover2Bal,86,69,38,30,52,34,45,48,42,40,68,58,43,42,46,63,47,47,40,69,67,47,41,26,64,28,42,40,43,59
666,0,HAROLD,CLANTON,Colorado State,35,1,WCRun,3-4Cover,47,84,66,59,29,72,44,64,40,36,26,69,34,45,39,62,61,83,99,45,19,25,50,38,29,76,55,46,25,36
667,0,MARK,WENSTROM,Washington State,55,20,BalRun,4-3Cover,35,67,71,66,79,24,65,50,55,73,51,58,31,49,51,22,77,22,79,27,43,62,32,37,66,63,74,52,77,20
668,0,DOUGLAS,HUGHES,Miami(FL),65,7,VertPass,4-3Bal,70,66,67,52,53,54,51,76,53,54,53,18,15,46,59,19,77,69,50,28,52,51,51,61,85,33,43,56,43,39
669,0,JOE,CHARLES,Oregon,38,5,WCPass,Cover2Cover,41,35,32,61,31,55,51,43,77,56,68,51,56,38,23,64,72,84,41,56,31,38,20,19,27,80,62,66,44,62
670,0,SAM,ISAACSON,Florida State,67,0,WCRun,4-3StuffRun,32,29,28,43,43,59,38,12,69,54,10,46,55,62,27,77,48,68,46,64,77,37,68,49,57,47,56,62,46,30
671,0,JOHN,RODRIGUEZ,Purdue,55,0,WCBal,3-4Cover,84,27,80,32,35,32,50,89,29,34,69,69,61,53,21,37,40,45,80,58,46,39,57,23,46,34,35,57,30,20
672,0,PETER,LINN,San Diego State,57,1,BalPass,Cover2Attack,22,78,85,60,67,37,51,65,18,58,31,46,32,53,52,52,57,65,74,26,74,60,58,42,57,51,43,53,95,59
673,0,EARL,RICKERT,North Carolina State,48,2,WCBal,3-4Bal,63,28,40,47,31,47,57,75,66,43,74,56,46,50,52,79,85,54,54,71,8,58,45,37,37,24,38,40,30,41
674,0,FRED,GURLEY,Cincinnati,54,20,WCBal,4-3Cover,36,16,67,62,79,80,48,34,54,39,86,54,58,57,58,47,54,61,67,66,54,41,41,68,71,27,69,60,59,59
675,0,EDWARD,CRUM,Texas,55,20,WCBal,3-4Bal,36,89,57,47,59,49,17,33,0,49,40,45,53,47,71,93,58,30,78,55,58,66,93,49,82,70,55,38,60,43
676,0,DAVID,BAER,Tulane,36,3,Smashmouth,3-4StuffRun,62,99,55,49,36,41,49,57,93,66,56,42,79,42,26,65,16,34,51,46,83,55,18,22,25,43,53,51,59,55
677,0,JOHN,BURT,Western Michigan,59,6,WCRun,3-4Attack,64,46,57,47,82,59,64,43,68,67,40,32,61,61,43,56,45,60,29,66,72,39,61,17,54,66,54,54,43,68
678,0,CHARLES,DRAKE,Monmouth,54,21,Smashmouth,3-4Bal,27,24,65,68,43,54,61,90,48,32,50,79,49,48,39,50,40,35,29,73,86,44,52,51,39,52,70,49,36,53
679,0,PHILIP,CHAFFEE,Georgia,32,0,WCPass,4-3Attack,72,28,43,60,23,41,55,48,44,26,64,62,53,27,33,61,77,50,61,42,45,38,38,57,58,19,28,-3,57,53
680,0,ROBERT,HASSELL,Western Illinois,37,4,SpreadBal,4-3Bal,50,48,43,41,47,78,43,54,68,46,49,95,60,37,45,31,32,48,55,52,30,54,44,23,34,57,69,52,21,53
681,0,DWAYNE,RODRIGUEZ,Wisconsin,61,9,VertPass,46,54,49,78,35,36,36,49,56,31,41,65,81,39,40,55,41,32,49,28,64,11,49,42,82,58,36,35,69,20,85
682,0,CHRISTOPHER,PACE,Regina,37,3,WCBal,Cover2Cover,29,56,62,71,59,14,52,34,33,65,78,20,29,52,44,60,37,41,62,73,76,58,37,46,43,35,33,25,29,34
683,0,MARC,MCLAIN,West Virginia,36,4,BalRun,46,59,40,35,55,52,64,47,30,51,32,46,50,63,54,90,51,30,60,32,70,55,50,61,27,52,49,88,38,48,43
684,0,DANIAL,EHSAN,Delta State,36,0,WCPass,4-3StuffRun,49,85,44,29,49,57,63,70,25,42,51,53,37,37,66,40,38,49,44,69,42,43,50,30,15,46,9,20,31,53
685,0,WILLIAM,CHERRY,LSU,54,15,WCPass,4-3Bal,75,50,16,48,55,66,48,36,73,43,64,35,43,55,49,54,25,64,37,79,31,66,64,38,52,57,50,47,21,65
686,0,STEVEN,GRAVES,Valdosta State,45,1,SpreadRun,4-3Bal,56,42,48,24,27,62,20,72,12,4,55,39,35,37,41,54,39,24,44,65,23,57,40,61,54,68,61,48,22,47
687,0,BENJAMIN,RICHARD,Central Washington,62,11,VertPass,4-3StuffRun,49,69,37,65,51,61,35,65,61,93,37,42,50,69,35,73,50,25,51,25,49,64,46,74,60,42,20,26,60,27
688,0,RANDELL,HAWKINS,San Diego State,54,1,WCPass,4-3Attack,27,49,62,40,52,49,51,31,48,29,44,48,39,24,52,54,87,41,37,66,66,63,37,59,58,47,35,45,62,60
